filename,width,height,class,xmin,ymin,xmax,ymax
00000229_jpg.rf.61c7de0152eee0ed7b9c5e7adf1fd50c.jpg,416,416,bread_loaf,37,59,377,397
00000061_jpg.rf.61dd0e6fd2a25e59a4b8ba468170eaf1.jpg,416,416,eggplant,223,49,276,196
00000061_jpg.rf.61dd0e6fd2a25e59a4b8ba468170eaf1.jpg,416,416,eggplant,144,97,232,187
00000061_jpg.rf.61dd0e6fd2a25e59a4b8ba468170eaf1.jpg,416,416,eggplant,250,69,367,368
00000125_jpg.rf.61708b208661224f155e7da9b9774ccb.jpg,416,416,icecream,42,11,351,228
00000753_jpg.rf.61dc28faad365da606cd421fb3e4071d.jpg,416,416,milk,71,70,356,356
00000031_jpg.rf.618faa62c1e5371c4056e6637f8ca21f.jpg,416,416,milk_based_beverage,69,56,342,288
00000702_jpg.rf.621275507c2eae41cc3190ce1bbbfa94.jpg,416,416,icecream,60,43,221,202
00000702_jpg.rf.621275507c2eae41cc3190ce1bbbfa94.jpg,416,416,icecream,137,116,316,232
00000702_jpg.rf.621275507c2eae41cc3190ce1bbbfa94.jpg,416,416,icecream,144,8,343,129
00000040_jpg.rf.6200142c2707359b5c38f0c8f3121903.jpg,416,416,raw_meat,11,189,415,398
00000040_jpg.rf.6200142c2707359b5c38f0c8f3121903.jpg,416,416,raw_meat,0,0,415,210
00000049_jpg.rf.6231c50153969b3fc7cbcae5bcffe60c.jpg,416,416,roti,144,162,322,407
00000049_jpg.rf.6231c50153969b3fc7cbcae5bcffe60c.jpg,416,416,roti,0,0,90,128
00000049_jpg.rf.6231c50153969b3fc7cbcae5bcffe60c.jpg,416,416,roti,178,51,337,269
00000049_jpg.rf.6231c50153969b3fc7cbcae5bcffe60c.jpg,416,416,roti,75,44,212,288
00000124_jpg.rf.6222c071e127f8268dcb4254c34f5966.jpg,416,416,avocado,84,26,415,388
00000578_jpg.rf.6153288c73409c6a0d3985817f1dada4.jpg,416,416,egg,56,69,298,305
00000578_jpg.rf.6153288c73409c6a0d3985817f1dada4.jpg,416,416,egg,184,174,400,385
00000012_jpg.rf.61dd500383cd97bc1add5378f048752c.jpg,416,416,non_milk_based_beverage,115,42,304,292
00000487_jpg.rf.6224a5a77a8697b8213c2dda2db74b24.jpg,416,416,pineapple,69,92,309,326
00000172_jpg.rf.61e452b752018c84e1fd1afc7f1da53c.jpg,416,416,non_milk_based_beverage,60,3,318,415
00000348_jpg.rf.625905dd136cf5ea2aeea71aee27423d.jpg,416,416,cheese,62,88,136,164
00000348_jpg.rf.625905dd136cf5ea2aeea71aee27423d.jpg,416,416,cheese,6,122,61,179
00000348_jpg.rf.625905dd136cf5ea2aeea71aee27423d.jpg,416,416,cheese,135,126,415,415
00000005_jpg.rf.6245054c7dac1ac479adcee00e7521fc.jpg,416,416,non_milk_based_beverage,113,84,310,289
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,234,147,331,268
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,98,183,211,298
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,98,238,219,360
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,186,228,335,378
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,102,321,207,367
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,145,22,181,66
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,199,8,287,73
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,191,48,288,146
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,81,61,230,141
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,195,83,326,215
00000410_jpg.rf.625cfcb3741042ecc0afc1a8a681e6a0.jpg,416,416,eggplant,67,118,175,227
00000035_jpg.rf.626a2a76760ca1066f309e1284c6bcdb.jpg,416,416,whole_egg_boiled,202,62,333,189
00000035_jpg.rf.626a2a76760ca1066f309e1284c6bcdb.jpg,416,416,whole_egg_boiled,315,70,411,239
00000035_jpg.rf.626a2a76760ca1066f309e1284c6bcdb.jpg,416,416,whole_egg_boiled,202,135,243,226
00000035_jpg.rf.626a2a76760ca1066f309e1284c6bcdb.jpg,416,416,whole_egg_boiled,236,167,361,289
00000035_jpg.rf.626a2a76760ca1066f309e1284c6bcdb.jpg,416,416,whole_egg_boiled,180,240,298,355
00000035_jpg.rf.626a2a76760ca1066f309e1284c6bcdb.jpg,416,416,whole_egg_boiled,327,314,390,396
00000035_jpg.rf.626a2a76760ca1066f309e1284c6bcdb.jpg,416,416,whole_egg_boiled,236,267,359,415
00000078_jpg.rf.62546ecdbe103a85eac9edf3c7f3cae6.jpg,416,416,pizza,69,148,337,327
00000798_jpg.rf.625f0ce673b67307599d33be2ffa5964.jpg,416,416,pizza,109,6,415,415
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,19,159,174,303
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,260,198,410,388
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,84,209,284,376
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,163,8,246,64
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,242,33,323,114
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,47,31,136,121
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,307,68,393,154
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,125,55,231,161
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,199,101,340,213
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,0,96,110,209
00000048_jpg.rf.62268f52741252487a6b8d64b7855f27.jpg,416,416,raw_meat,342,141,411,238
00000812_jpg.rf.624836544ec295def9f532739f1f4174.jpg,416,416,alcohol,0,0,415,415
00000571_jpg.rf.6250d7164bc2abb3089fb5ba0c073dd4.jpg,416,416,egg,277,291,401,412
00000571_jpg.rf.6250d7164bc2abb3089fb5ba0c073dd4.jpg,416,416,egg,81,117,242,224
00000041_jpg.rf.6219f5488ee104dd545d61127f7a7858.jpg,416,416,avocado,215,20,362,323
00000041_jpg.rf.6219f5488ee104dd545d61127f7a7858.jpg,416,416,avocado,80,25,233,333
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,32,137,95,202
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,326,115,372,271
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,73,117,140,307
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,125,145,248,271
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,193,140,317,268
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,34,170,122,261
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,0,175,66,263
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,241,159,333,253
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,108,173,196,263
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,347,122,411,297
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,287,127,343,302
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,181,179,261,261
00000116_jpg.rf.6268d1b4ab110a0d163ad6cf38b27b0b.jpg,416,416,alcohol,12,154,69,313
00000008--2-_jpg.rf.61eb7299f519c4f1eedcd968801f3056.jpg,416,416,alcohol_glass,19,71,160,415
00000008--2-_jpg.rf.61eb7299f519c4f1eedcd968801f3056.jpg,416,416,cooked_meat,143,123,300,333
00000661_jpg.rf.6277ed51f815b7981bc16d157a6fd672.jpg,416,416,alcohol,33,49,367,390
00000046_jpg.rf.6277ff2d15ed627990ee598845f3f076.jpg,416,416,dates,161,153,278,280
00000046_jpg.rf.6277ff2d15ed627990ee598845f3f076.jpg,416,416,dates,224,232,345,351
00000046_jpg.rf.6277ff2d15ed627990ee598845f3f076.jpg,416,416,dates,127,243,230,350
00000263_jpg.rf.627884005c13c4d7529489912382d649.jpg,416,416,bread_loaf,74,6,356,256
00000263_jpg.rf.627884005c13c4d7529489912382d649.jpg,416,416,bread_loaf,120,23,415,276
00000263_jpg.rf.627884005c13c4d7529489912382d649.jpg,416,416,bread,35,196,214,287
00000263_jpg.rf.627884005c13c4d7529489912382d649.jpg,416,416,bread,69,238,213,384
00000263_jpg.rf.627884005c13c4d7529489912382d649.jpg,416,416,bread,133,294,252,415
00000283_jpg.rf.624e94867782243d71b05e27610a08db.jpg,416,416,cheese,81,76,336,337
00000296_jpg.rf.621b55f822b24b5171985eff62e02e22.jpg,416,416,cheese,49,45,338,389
00000014_jpg.rf.627ca297d29a7ae95749a71c2e6ffc60.jpg,416,416,spinach,73,73,356,350
00000155_jpg.rf.6299814455537530403876a32a308b95.jpg,416,416,chocolate,19,0,395,384
00000623_jpg.rf.6293b36f604d955fbfa2e84b8257b1fb.jpg,416,416,egg,8,2,415,415
00000047_jpg.rf.62917bb7ee1dabe06673592b28b1b74e.jpg,416,416,whole_egg_boiled,17,153,132,272
00000047_jpg.rf.62917bb7ee1dabe06673592b28b1b74e.jpg,416,416,whole_egg_boiled,203,173,321,295
00000047_jpg.rf.62917bb7ee1dabe06673592b28b1b74e.jpg,416,416,whole_egg_boiled,92,187,211,310
00000047_jpg.rf.62917bb7ee1dabe06673592b28b1b74e.jpg,416,416,whole_egg_boiled,63,29,167,129
00000047_jpg.rf.62917bb7ee1dabe06673592b28b1b74e.jpg,416,416,whole_egg_boiled,162,27,247,153
00000047_jpg.rf.62917bb7ee1dabe06673592b28b1b74e.jpg,416,416,whole_egg_boiled,4,90,94,196
00000047_jpg.rf.62917bb7ee1dabe06673592b28b1b74e.jpg,416,416,whole_egg_boiled,97,102,195,203
00000047_jpg.rf.62917bb7ee1dabe06673592b28b1b74e.jpg,416,416,whole_egg_boiled,209,105,305,196
00000034_jpg.rf.62acd109de65e29297ce5b47dab3c018.jpg,416,416,tomato,116,33,167,159
00000034_jpg.rf.62acd109de65e29297ce5b47dab3c018.jpg,416,416,tomato,153,100,204,234
00000034_jpg.rf.62acd109de65e29297ce5b47dab3c018.jpg,416,416,tomato,166,168,262,263
00000034_jpg.rf.62acd109de65e29297ce5b47dab3c018.jpg,416,416,tomato,232,203,309,279
00000034_jpg.rf.62acd109de65e29297ce5b47dab3c018.jpg,416,416,tomato,217,192,277,344
00000197_jpg.rf.628ef84d3a7448aeaf5faba36a0b05a8.jpg,416,416,bread_loaf,20,19,306,324
00000628_jpg.rf.62a535c9d01b3c57b023a644119684c5.jpg,416,416,egg,101,0,335,189
00000628_jpg.rf.62a535c9d01b3c57b023a644119684c5.jpg,416,416,egg,158,112,415,357
00001030_jpg.rf.629bd50814cf95d9a3159d76a2e2e079.jpg,416,416,pizza,0,0,415,416
00000042_jpg.rf.62cd1e011fd1a26c392b43d25dc8f377.jpg,416,416,milk,69,83,327,345
00000534_jpg.rf.62c4ac5866e25039226eafb07df59232.jpg,416,416,milk,110,153,299,349
00000034_jpg.rf.62aa0c09b4df685d969a9ba63841ba30.jpg,416,416,icecream,93,89,282,276
00000034_jpg.rf.62aa0c09b4df685d969a9ba63841ba30.jpg,416,416,icecream,280,0,394,69
00000140_jpg.rf.62a6999c8fbb0dabbfff7e32399aac39.jpg,416,416,bread_loaf,70,83,316,392
00000779_jpg.rf.62bc1c2af71811e80c3dd432f445b817.jpg,416,416,cheese,4,62,280,282
00000779_jpg.rf.62bc1c2af71811e80c3dd432f445b817.jpg,416,416,cheese,47,70,322,303
00000779_jpg.rf.62bc1c2af71811e80c3dd432f445b817.jpg,416,416,cheese,84,90,392,409
00000004_jpg.rf.62b4a2b9bf0ca804d540eda51532029a.jpg,416,416,avocado,22,132,208,319
00000004_jpg.rf.62b4a2b9bf0ca804d540eda51532029a.jpg,416,416,avocado,149,146,368,366
00000616_jpg.rf.629f58c7dc4fb3b351fbe9e6e9040587.jpg,416,416,pasta,27,119,406,363
00000045_jpg.rf.62c9022ec6eabec320e3a1b67da0c78b.jpg,416,416,spinach,33,37,402,400
00000030_jpg.rf.62d64ab27aee9ac5d0b1d656340e8c1d.jpg,416,416,milk_based_beverage,55,191,258,405
00000030_jpg.rf.62d64ab27aee9ac5d0b1d656340e8c1d.jpg,416,416,milk_based_beverage,166,0,350,175
00000798_jpg.rf.630109caae5f46775ac4003e5e14c349.jpg,416,416,pizza,77,0,416,408
00000661_jpg.rf.62dd56a1e990f41f432c13f1313f55e5.jpg,416,416,icecream,109,7,258,196
00000661_jpg.rf.62dd56a1e990f41f432c13f1313f55e5.jpg,416,416,icecream,66,120,238,333
00000065_jpg.rf.62c8016b6a2da538eb58520de5a99d46.jpg,416,416,bread,145,217,350,415
00000065_jpg.rf.62c8016b6a2da538eb58520de5a99d46.jpg,416,416,bread,222,286,405,415
00000065_jpg.rf.62c8016b6a2da538eb58520de5a99d46.jpg,416,416,bread_loaf,56,69,341,283
00000034_jpg.rf.62c13419d5045626008d8bf8e3b354ae.jpg,416,416,bread_loaf,20,96,410,334
00000166_jpg.rf.63047a565d41d71b46133728f0873f84.jpg,416,416,alcohol_glass,95,69,299,343
00000025_jpg.rf.62e1da72d7ffd2cd86ae6068d8994b0f.jpg,416,416,whole_egg_boiled,211,116,303,208
00000025_jpg.rf.62e1da72d7ffd2cd86ae6068d8994b0f.jpg,416,416,whole_egg_boiled,87,140,210,213
00000025_jpg.rf.62e1da72d7ffd2cd86ae6068d8994b0f.jpg,416,416,whole_egg_boiled,226,208,331,304
00000025_jpg.rf.62e1da72d7ffd2cd86ae6068d8994b0f.jpg,416,416,whole_egg_boiled,105,209,208,313
00000849_jpg.rf.62f178ec1dbb9e460f02c101e78b8f78.jpg,416,416,pizza,29,0,371,415
00000275_jpg.rf.62dd760ae62c58b0c01b0beafe86a076.jpg,416,416,bread_loaf,2,41,198,245
00000275_jpg.rf.62dd760ae62c58b0c01b0beafe86a076.jpg,416,416,bread_loaf,132,104,315,295
00000275_jpg.rf.62dd760ae62c58b0c01b0beafe86a076.jpg,416,416,bread_loaf,36,2,163,97
00000275_jpg.rf.62dd760ae62c58b0c01b0beafe86a076.jpg,416,416,bread,214,217,354,312
00001699_jpg.rf.62d496d7ad0d04a92aa6908a2aa14042.jpg,416,416,egg,71,142,329,326
00000461_jpg.rf.62f5418aebbd571bef502ded95db6821.jpg,416,416,cooked_meat,34,5,245,214
00000461_jpg.rf.62f5418aebbd571bef502ded95db6821.jpg,416,416,cooked_meat,222,46,414,252
00000461_jpg.rf.62f5418aebbd571bef502ded95db6821.jpg,416,416,cooked_meat,0,143,87,400
00000461_jpg.rf.62f5418aebbd571bef502ded95db6821.jpg,416,416,cooked_meat,91,206,280,394
00001340_jpg.rf.62f402bd3d25685f3d961b8ad37b0055.jpg,416,416,egg,248,120,349,217
00001340_jpg.rf.62f402bd3d25685f3d961b8ad37b0055.jpg,416,416,egg,87,137,181,224
00001340_jpg.rf.62f402bd3d25685f3d961b8ad37b0055.jpg,416,416,egg,155,223,245,309
00000955_jpg.rf.631b99e083d38114a513c19a60cfe5ad.jpg,416,416,spinach,51,136,369,415
00000329_jpg.rf.6307ca3cb582892eae9358f0a4be369b.jpg,416,416,avocado,267,39,377,254
00000329_jpg.rf.6307ca3cb582892eae9358f0a4be369b.jpg,416,416,avocado,54,79,300,254
00000073_jpg.rf.632bc8a2c5f5705c375ef0ba5faf474b.jpg,416,416,pizza,0,0,396,415
00000044_jpg.rf.62c3390d15217d3bf0535ec8570d7447.jpg,416,416,pizza,36,2,349,415
00000044_jpg.rf.62c3390d15217d3bf0535ec8570d7447.jpg,416,416,pizza,379,262,415,413
00000022--2-_jpg.rf.631813e3a14c62ff4457ebbd4de75061.jpg,416,416,milk_based_beverage,170,35,414,294
00000022--2-_jpg.rf.631813e3a14c62ff4457ebbd4de75061.jpg,416,416,milk_based_beverage,0,132,123,288
00000456_jpg.rf.630cffbb08662ae17151095b193eff06.jpg,416,416,pizza,98,74,407,398
00000166_jpg.rf.6301e493ec98c8fafec787b949ba5236.jpg,416,416,avocado,94,308,221,414
00000166_jpg.rf.6301e493ec98c8fafec787b949ba5236.jpg,416,416,avocado,314,334,399,411
00000166_jpg.rf.6301e493ec98c8fafec787b949ba5236.jpg,416,416,avocado,101,31,274,199
00000166_jpg.rf.6301e493ec98c8fafec787b949ba5236.jpg,416,416,avocado,0,92,40,188
00000166_jpg.rf.6301e493ec98c8fafec787b949ba5236.jpg,416,416,avocado,226,148,409,316
00000032_jpg.rf.630583b127893b69f630070b437e3de3.jpg,416,416,roti,39,35,373,374
00001875_jpg.rf.632adf0f3949aaf79c0075f58cb7c105.jpg,416,416,egg,57,59,347,347
00000373_jpg.rf.6359f921ccaa6cdfa30d6c0e61c12132.jpg,416,416,pasta,8,78,415,337
00000429_jpg.rf.631f11e43745706fab11bd7a5cadbc75.jpg,416,416,capsicum,41,31,361,413
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,54,46,123,197
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,142,7,317,259
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,0,0,117,269
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,8,105,146,255
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,139,6,410,415
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,0,171,175,361
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,0,224,73,330
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,81,232,181,332
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,110,5,172,72
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,109,259,233,388
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,14,316,95,415
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,37,324,134,415
00000037_jpg.rf.63288943a3db78cc0b2544e7cf169cfb.jpg,416,416,chocolate,0,22,110,159
00000086_jpg.rf.634375f8dd57bbdc5f03f31b1384bd81.jpg,416,416,avocado,93,26,319,206
00000086_jpg.rf.634375f8dd57bbdc5f03f31b1384bd81.jpg,416,416,avocado,33,165,279,379
00000033_jpg.rf.6311e61a07f12702987e1b369f45434f.jpg,416,416,milk,138,142,254,350
00001111_jpg.rf.632de8856f71f3f6dd26accf2c4a95e2.jpg,416,416,pineapple,201,33,324,355
00001111_jpg.rf.632de8856f71f3f6dd26accf2c4a95e2.jpg,416,416,pineapple,50,81,262,298
00001111_jpg.rf.632de8856f71f3f6dd26accf2c4a95e2.jpg,416,416,pineapple,263,148,415,321
00000249_jpg.rf.632c0a2b1c39febbf90722aa2fb6d88b.jpg,416,416,pizza,47,38,377,386
00000419_jpg.rf.63690b122f8776422170a45ff43aec8b.jpg,416,416,milk,144,44,383,278
00000419_jpg.rf.63690b122f8776422170a45ff43aec8b.jpg,416,416,milk,36,241,162,415
00000209_jpg.rf.6341051c9bfec46ffc39526892b21ce2.jpg,416,416,pineapple,0,51,83,399
00000209_jpg.rf.6341051c9bfec46ffc39526892b21ce2.jpg,416,416,pineapple,88,44,259,405
00000209_jpg.rf.6341051c9bfec46ffc39526892b21ce2.jpg,416,416,pineapple,235,115,405,334
00000209_jpg.rf.6341051c9bfec46ffc39526892b21ce2.jpg,416,416,pineapple,211,89,344,394
00000209_jpg.rf.6341051c9bfec46ffc39526892b21ce2.jpg,416,416,pineapple,56,120,157,402
00000774_jpg.rf.6368e8c6a350ac1d9451385717d0d4e3.jpg,416,416,cheese,107,147,244,369
00000774_jpg.rf.6368e8c6a350ac1d9451385717d0d4e3.jpg,416,416,cheese,220,190,366,335
00000774_jpg.rf.6368e8c6a350ac1d9451385717d0d4e3.jpg,416,416,cheese,17,234,132,353
00000774_jpg.rf.6368e8c6a350ac1d9451385717d0d4e3.jpg,416,416,cheese,355,235,415,361
00000774_jpg.rf.6368e8c6a350ac1d9451385717d0d4e3.jpg,416,416,cheese,160,16,290,143
00000774_jpg.rf.6368e8c6a350ac1d9451385717d0d4e3.jpg,416,416,cheese,13,18,159,193
00000774_jpg.rf.6368e8c6a350ac1d9451385717d0d4e3.jpg,416,416,cheese,285,3,415,221
00000344_jpg.rf.63191adc25116c4c4123e9f49bff81f8.jpg,416,416,pasta,75,44,415,391
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,146,58,198,107
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,268,51,326,107
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,102,0,139,23
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,18,0,54,26
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,225,56,287,119
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,0,77,31,120
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,294,68,345,118
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,97,75,154,131
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,182,76,234,128
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,58,0,96,26
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,300,105,350,154
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,277,116,318,156
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,146,112,209,173
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,58,129,100,170
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,232,111,300,173
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,93,129,134,170
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,198,114,240,180
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,38,139,82,183
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,2,142,53,202
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,121,160,170,208
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,241,148,303,209
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,147,157,211,219
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,0,4,36,43
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,21,10,83,41
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,88,5,136,52
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,286,295,359,367
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,341,307,393,358
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,29,23,82,75
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,0,36,28,72
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,205,26,258,66
00000022_jpg.rf.6318a60df3c6aec935fe16cb93ac64aa.jpg,416,416,almond,172,32,222,81
